StnID,Year,Lat,Lon,Level,Reason,TriggerAnomYear,TriggerAnomValue,TriggerZrob,NextAnomYear,NextAnomValue,NextZrob,Cap,MedianA,MAD_A,ScaleA,AbsMinEffective,QC_Zrob,QC_MinAbsGlobal,QC_StnAbsMult,QC_LevelConfirmK,QC_RobustFallbackAbs,LevelLocalMedian,LevelLocalScale,LevelLocalScore,QC_LevelWindowYears,QC_LevelMinPoints,SourceType
1000421994,1978,33.4875,-111.996,-38.4048,robust_jump_year_level,1979,29.870400000000004,32.0383110751383,,,,100.0,0.9143999999999997,0.6095999999999995,0.9037929599999992,10.0,6.0,10.0,10.0,6.0,50.0,-8.5344,0.45189648000000027,66.1000944287063,2,3,depth
1000422230,1976,33.4931,-112.9902,-85.52688,robust_jump_year_level,1976,-77.09916000000001,-71.65812721882506,,,,100.0,-1.1628149999999948,0.7147599999999912,1.0597031759999869,10.597031759999869,6.0,10.0,10.0,6.0,50.0,,,,2,3,depth
1000422540,1969,33.5006,-112.8296,-5.001768,robust_jump_year_level,1970,-45.076872,-48.34673248613166,,,,100.0,-1.1628149999999984,0.6126499999999986,0.9083148899999979,10.0,6.0,10.0,10.0,6.0,50.0,-50.07864,0.3163275360000023,142.50062631284706,2,3,depth
1000423752,1978,33.5312,-112.1521,-98.4504,robust_jump_year_level,1979,25.6032,90.49417689644454,,,,100.0,1.0668000000000006,0.18287999999999727,0.27113788799999594,10.0,6.0,10.0,10.0,6.0,50.0,-72.8472,1.3556894400000008,18.885741265344656,2,3,depth
1000424441,1978,33.5495,-112.1346,-91.44,robust_jump_year_level,1979,14.020799999999994,30.352084176446752,,,,100.0,0.3048000000000002,0.3048000000000002,0.45189648000000027,10.0,6.0,10.0,10.0,6.0,50.0,-77.4192,0.45189648000000027,31.026574935923346,2,3,depth
1000428471,1986,33.6398,-111.9249,-194.7367,robust_jump_year_level,1987,73.97490000000002,46.79029902727213,,,,100.0,-0.030399999999985994,1.0667999999999864,1.5816376799999798,15.816376799999798,6.0,10.0,10.0,6.0,50.0,-120.7618,1.5365666400000006,48.14298194056848,2,3,depth
1000428980,1984,33.71,-112.074,-95.46336,robust_jump_year_level,1985,34.472879999999996,19.16245542307871,,,,100.0,0.701039999999999,1.1887199999999964,1.7623962719999946,17.623962719999945,6.0,10.0,10.0,6.0,50.0,-60.99048,1.0393619039999984,33.16734995513175,2,3,depth
1000429459,1939,33.6576,-90.52287,8.8392,robust_jump_year_level,1940,-18.4404,-43.30940666112884,,,,100.0,0.15239999999999965,0.2895599999999994,0.42930165599999903,10.0,6.0,10.0,10.0,6.0,50.0,-9.03732,0.8360084880000015,21.383180023406613,2,3,depth
1000429769,1991,33.6667,-112.2924,-155.7528,robust_jump_year_level,1992,31.5163,15.685625124669953,,,,100.0,-2.5786000000000087,1.4660999999999973,2.1736398599999958,21.73639859999996,6.0,10.0,10.0,6.0,50.0,-124.3127,4.13489727,7.603598819276108,2,3,depth
1000431614,1971,33.7134,-113.5044,-118.2624,robust_jump_year_level,1971,15.361900000000006,10.68281578427439,,,,100.0,0.3962499999999949,0.9449000000000041,1.400908740000006,14.009087400000059,6.0,10.0,10.0,6.0,50.0,-133.34235,0.7569414300000136,19.92221511775322,2,3,depth
